album,track_title,lyric,year
Taylor Swift,Tim McGraw,He said the way my blue eyes shined,2006
Taylor Swift,Tim McGraw,Put those Georgia stars to shame that night,2006
Taylor Swift,Tim McGraw,"I said, ""That's a lie""",2006
Taylor Swift,Tim McGraw,Just a boy in a Chevy truck,2006
Taylor Swift,Tim McGraw,That had a tendency of gettin' stuck,2006
Taylor Swift,Tim McGraw,On backroads at night,2006
Taylor Swift,Tim McGraw,And I was right there beside him all summer long,2006
Taylor Swift,Tim McGraw,And then the time we woke up to find that summer gone,2006
Taylor Swift,Tim McGraw,But when you think Tim McGraw,2006
Taylor Swift,Tim McGraw,I hope you think my favorite song,2006
Taylor Swift,Tim McGraw,The one we danced to all night long,2006
Taylor Swift,Tim McGraw,The moon like a spotlight on the lake,2006
Taylor Swift,Tim McGraw,When you think happiness,2006
Taylor Swift,Tim McGraw,I hope you think that little black dress,2006
Taylor Swift,Tim McGraw,Think of my head on your chest,2006
Taylor Swift,Tim McGraw,And my old faded blue jeans,2006
Taylor Swift,Tim McGraw,When you think Tim McGraw,2006
Taylor Swift,Tim McGraw,I hope you think of me,2006
Taylor Swift,Tim McGraw,September saw a month of tears,2006
Taylor Swift,Tim McGraw,And thankin' God that you weren't here,2006
Taylor Swift,Tim McGraw,To see me like that,2006
Taylor Swift,Tim McGraw,But in a box beneath my bed,2006
Taylor Swift,Tim McGraw,Is a letter that you never read,2006
Taylor Swift,Tim McGraw,From three summers back,2006
Taylor Swift,Tim McGraw,It's hard not to find it all a little bittersweet,2006
Taylor Swift,Tim McGraw,"And lookin' back on all of that, it's nice to believe",2006
Taylor Swift,Tim McGraw,When you think Tim McGraw,2006
Taylor Swift,Tim McGraw,I hope you think my favorite song,2006
Taylor Swift,Tim McGraw,The one we danced to all night long,2006
Taylor Swift,Tim McGraw,The moon like a spotlight on the lake,2006
Taylor Swift,Tim McGraw,When you think happiness,2006
Taylor Swift,Tim McGraw,I hope you think that little black dress,2006
Taylor Swift,Tim McGraw,Think of my head on your chest,2006
Taylor Swift,Tim McGraw,And my old faded blue jeans,2006
Taylor Swift,Tim McGraw,When you think Tim McGraw,2006
Taylor Swift,Tim McGraw,I hope you think of me,2006
Taylor Swift,Tim McGraw,And I'm back for the first time since then,2006
Taylor Swift,Tim McGraw,I'm standin' on your street,2006
Taylor Swift,Tim McGraw,And there's a letter left on your doorstep,2006
Taylor Swift,Tim McGraw,And the first thing that you'll read is:,2006
Taylor Swift,Tim McGraw,"""When you think Tim McGraw",2006
Taylor Swift,Tim McGraw,I hope you think my favorite song,2006
Taylor Swift,Tim McGraw,Someday you'll turn your radio on,2006
Taylor Swift,Tim McGraw,"I hope it takes you back to that place""",2006
Taylor Swift,Tim McGraw,When you think happiness,2006
Taylor Swift,Tim McGraw,I hope you think that little black dress,2006
Taylor Swift,Tim McGraw,Think of my head on your chest,2006
Taylor Swift,Tim McGraw,And my old faded blue jeans,2006
Taylor Swift,Tim McGraw,When you think Tim McGraw,2006
Taylor Swift,Tim McGraw,I hope you think of me,2006
Taylor Swift,Tim McGraw,"Oh, think of me",2006
Taylor Swift,Tim McGraw,Mmmm,2006
Taylor Swift,Tim McGraw,He said the way my blue eyes shine,2006
Taylor Swift,Tim McGraw,Put those Georgia stars to shame that night,2006
Taylor Swift,Tim McGraw,"I said, ""That's a lie""",2006
Taylor Swift,Picture To Burn,"State the obvious, I didn't get my perfect fantasy",2006
Taylor Swift,Picture To Burn,I realize you love yourself more than you could ever love me,2006
Taylor Swift,Picture To Burn,So go and tell your friends that I'm obsessive and crazy,2006
Taylor Swift,Picture To Burn,"That's fine, I'll tell mine that you're gay",2006
Taylor Swift,Picture To Burn,By the way,2006
Taylor Swift,Picture To Burn,I hate that stupid old pickup truck,2006
Taylor Swift,Picture To Burn,You never let me drive,2006
Taylor Swift,Picture To Burn,You're a redneck heartbreak,2006
Taylor Swift,Picture To Burn,Who's really bad at lying,2006
Taylor Swift,Picture To Burn,So watch me strike a match,2006
Taylor Swift,Picture To Burn,On all my wasted time,2006
Taylor Swift,Picture To Burn,As far as I'm concerned you're,2006
Taylor Swift,Picture To Burn,Just another picture to burn,2006
Taylor Swift,Picture To Burn,There's no time for tears,2006
Taylor Swift,Picture To Burn,I'm just sitting here planning my revenge,2006
Taylor Swift,Picture To Burn,There's nothing stopping me,2006
Taylor Swift,Picture To Burn,From going out with all of your best friends,2006
Taylor Swift,Picture To Burn,And if you come around saying sorry to me,2006
Taylor Swift,Picture To Burn,My daddy's gonna show you how sorry you'll be,2006
Taylor Swift,Picture To Burn,I hate that stupid old pickup truck,2006
Taylor Swift,Picture To Burn,You never let me drive,2006
Taylor Swift,Picture To Burn,You're a redneck heartbreak,2006
Taylor Swift,Picture To Burn,Who's really bad at lying,2006
Taylor Swift,Picture To Burn,So watch me strike a match,2006
Taylor Swift,Picture To Burn,On all my wasted time,2006
Taylor Swift,Picture To Burn,As far as I'm concerned you're,2006
Taylor Swift,Picture To Burn,Just another picture to burn,2006
Taylor Swift,Picture To Burn,And if you're missing me,2006
Taylor Swift,Picture To Burn,You'd better keep it to yourself,2006
Taylor Swift,Picture To Burn,'Cause coming back around here,2006
Taylor Swift,Picture To Burn,Would be bad for your health,2006
Taylor Swift,Picture To Burn,Cause I hate that stupid old pickup truck,2006
Taylor Swift,Picture To Burn,You never let me drive,2006
Taylor Swift,Picture To Burn,You're a redneck heartbreak,2006
Taylor Swift,Picture To Burn,Who's really bad at lying,2006
Taylor Swift,Picture To Burn,So watch me strike a match,2006
Taylor Swift,Picture To Burn,On all my wasted time,2006
Taylor Swift,Picture To Burn,In case you haven't heard,2006
Taylor Swift,Picture To Burn,I really really hate that,2006
Taylor Swift,Picture To Burn,I hate that stupid old pickup truck,2006
Taylor Swift,Picture To Burn,You never let me drive,2006
Taylor Swift,Picture To Burn,You're a redneck heartbreak,2006
Taylor Swift,Picture To Burn,Who's really bad at lying,2006
Taylor Swift,Picture To Burn,So watch me strike a match,2006
Taylor Swift,Picture To Burn,On all my wasted time,2006
Taylor Swift,Picture To Burn,As far as I'm concerned you're,2006
Taylor Swift,Picture To Burn,Just another picture to burn,2006
Taylor Swift,Picture To Burn,"Burn, burn, burn, baby, burn",2006
Taylor Swift,Picture To Burn,You're just another picture to burn,2006
Taylor Swift,Picture To Burn,"Baby, burn",2006
Taylor Swift,Teardrops On My Guitar,Drew looks at me,2006
Taylor Swift,Teardrops On My Guitar,I fake a smile so he won't see,2006
Taylor Swift,Teardrops On My Guitar,That I want and I'm needing,2006
Taylor Swift,Teardrops On My Guitar,Everything that we should be,2006
Taylor Swift,Teardrops On My Guitar,"I'll bet she's beautiful, that girl he talks about",2006
Taylor Swift,Teardrops On My Guitar,And she's got everything that I have to live without,2006
Taylor Swift,Teardrops On My Guitar,Drew talks to me,2006
Taylor Swift,Teardrops On My Guitar,I laugh 'cause it's so damn funny,2006
Taylor Swift,Teardrops On My Guitar,That I can't even see,2006
Taylor Swift,Teardrops On My Guitar,Anyone when he's with me,2006
Taylor Swift,Teardrops On My Guitar,"He says he's so in love, he's finally got it right",2006
Taylor Swift,Teardrops On My Guitar,I wonder if he knows he's all I think about at night,2006
Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,2006
Taylor Swift,Teardrops On My Guitar,The only thing that keeps me wishing on a wishing star,2006
Taylor Swift,Teardrops On My Guitar,He's the song in the car,2006
Taylor Swift,Teardrops On My Guitar,"I keep singing, don't know why I do...",2006
Taylor Swift,Teardrops On My Guitar,Drew walks by me,2006
Taylor Swift,Teardrops On My Guitar,Can't he tell that I can't breathe?,2006
Taylor Swift,Teardrops On My Guitar,"And there he goes, so perfectly",2006
Taylor Swift,Teardrops On My Guitar,The kind of flawless I wish I could be,2006
Taylor Swift,Teardrops On My Guitar,"She'd better hold him tight, give him all her love",2006
Taylor Swift,Teardrops On My Guitar,Look in those beautiful eyes and know she's lucky 'cause,2006
Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,2006
Taylor Swift,Teardrops On My Guitar,The only thing that keeps me wishing on a wishing star,2006
Taylor Swift,Teardrops On My Guitar,He's the song in the car,2006
Taylor Swift,Teardrops On My Guitar,"I keep singing, don't know why I do...",2006
Taylor Swift,Teardrops On My Guitar,"So I drive home alone, as I turn off the light",2006
Taylor Swift,Teardrops On My Guitar,I'll put his picture down and maybe get some sleep tonight,2006
Taylor Swift,Teardrops On My Guitar,He's the reason for the teardrops on my guitar,2006
Taylor Swift,Teardrops On My Guitar,The only one who's got enough of me to break my heart,2006
Taylor Swift,Teardrops On My Guitar,He's the song in the car,2006
Taylor Swift,Teardrops On My Guitar,"I keep singing, don't know why I do...",2006
Taylor Swift,Teardrops On My Guitar,"He's the time taken up, but there's never enough",2006
Taylor Swift,Teardrops On My Guitar,And he's all that I need to fall into,2006
Taylor Swift,Teardrops On My Guitar,Drew looks at me,2006
Taylor Swift,Teardrops On My Guitar,I fake a smile so he won't see,2006
Taylor Swift,A Place In This World,"I don't know what I want, so don't ask me",2006
Taylor Swift,A Place In This World,Cause I'm still trying to figure it out,2006
Taylor Swift,A Place In This World,"Don't know what's down this road, I'm just walking",2006
Taylor Swift,A Place In This World,Trying to see through the rain coming down,2006
Taylor Swift,A Place In This World,Even though I'm not the only one,2006
Taylor Swift,A Place In This World,Who feels the way I do,2006
Taylor Swift,A Place In This World,"I'm alone, on my own, and that's all I know",2006
Taylor Swift,A Place In This World,"I'll be strong, I'll be wrong, oh but life goes on",2006
Taylor Swift,A Place In This World,"Oh, I'm just a girl, trying to find a place in this world",2006
Taylor Swift,A Place In This World,"Got the radio on, my old blue jeans",2006
Taylor Swift,A Place In This World,And I'm wearing my heart on my sleeve,2006
Taylor Swift,A Place In This World,"Feeling lucky today, got the sunshine",2006
Taylor Swift,A Place In This World,Could you tell me what more do I need,2006
Taylor Swift,A Place In This World,"And tomorrow's just a mystery, oh yeah",2006
Taylor Swift,A Place In This World,But that's OK,2006
Taylor Swift,A Place In This World,"I'm alone, on my own, and that's all I know",2006
Taylor Swift,A Place In This World,"I'll be strong, I'll be wrong, oh but life goes on",2006
Taylor Swift,A Place In This World,"Oh, I'm just a girl, trying to find a place in this world",2006
Taylor Swift,A Place In This World,Maybe I'm just a girl on a mission,2006
Taylor Swift,A Place In This World,But I'm ready to fly,2006
Taylor Swift,A Place In This World,"I'm alone, on my own, and that's all I know",2006
Taylor Swift,A Place In This World,"I'll be strong, I'll be wrong, oh but life goes on",2006
Taylor Swift,A Place In This World,"Oh I'm alone, on my own, and that's all I know",2006
Taylor Swift,A Place In This World,"Oh I'm just a girl, trying to find a place in this world",2006
Taylor Swift,A Place In This World,Oh I'm just a girl,2006
Taylor Swift,A Place In This World,"Oh I'm just a girl, oh, oh",2006
Taylor Swift,A Place In This World,Oh I'm just a girl,2006
Taylor Swift,Cold as You,You have a way of coming easily to me,2006
Taylor Swift,Cold as You,"And when you take, you take the very best of me",2006
Taylor Swift,Cold as You,So I start a fight cause I need to feel something,2006
Taylor Swift,Cold as You,And you do what you want cause I'm not what you wanted,2006
Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",2006
Taylor Swift,Cold as You,"Just walk away, no use defending words that you will never say",2006
Taylor Swift,Cold as You,And now that I'm sitting here thinking it through,2006
Taylor Swift,Cold as You,I've never been anywhere cold as you,2006
Taylor Swift,Cold as You,You put up walls and paint them all a shade of gray,2006
Taylor Swift,Cold as You,And I stood there loving you and wished them all away,2006
Taylor Swift,Cold as You,And you come away with a great little story,2006
Taylor Swift,Cold as You,Of a mess of a dreamer with the nerve to adore you,2006
Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",2006
Taylor Swift,Cold as You,"Just walk away, no use defending words that you will never say",2006
Taylor Swift,Cold as You,And now that I'm sitting here thinking it through,2006
Taylor Swift,Cold as You,I've never been anywhere cold as you,2006
Taylor Swift,Cold as You,"You never did give a damn thing honey but I cried, cried for you",2006
Taylor Swift,Cold as You,"And I know you wouldn't have told nobody if I died, died for you",2006
Taylor Swift,Cold as You,(Died for you),2006
Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",2006
Taylor Swift,Cold as You,Every smile you fake is so condescending,2006
Taylor Swift,Cold as You,Counting all the scars you made,2006
Taylor Swift,Cold as You,And now that I'm sitting here thinking it through,2006
Taylor Swift,Cold as You,I've never been anywhere cold as you,2006
Taylor Swift,The Outside,I didn't know what I would find,2006
Taylor Swift,The Outside,"When I went looking for a reason, I know",2006
Taylor Swift,The Outside,I didn't read between the lines,2006
Taylor Swift,The Outside,"And, baby, I've got nowhere to go",2006
Taylor Swift,The Outside,I tried to take the road less traveled by,2006
Taylor Swift,The Outside,But nothing seems to work the first few times,2006
Taylor Swift,The Outside,Am I right?,2006
Taylor Swift,The Outside,So how can I ever try to be better?,2006
Taylor Swift,The Outside,Nobody ever lets me in,2006
Taylor Swift,The Outside,"I can still see you, this ain't the best view",2006
Taylor Swift,The Outside,On the outside looking in,2006
Taylor Swift,The Outside,I've been a lot of lonely places,2006
Taylor Swift,The Outside,I've never been on the outside,2006
Taylor Swift,The Outside,"You saw me there, but never knew",2006
Taylor Swift,The Outside,I would give it all up to be,2006
Taylor Swift,The Outside,"A part of this, a part of you",2006
Taylor Swift,The Outside,And now it's all too late so you see,2006
Taylor Swift,The Outside,You could've helped if you had wanted to,2006
Taylor Swift,The Outside,But no one notices until it's too,2006
Taylor Swift,The Outside,Late to do anything,2006
Taylor Swift,The Outside,So how can I ever try to be better?,2006
Taylor Swift,The Outside,Nobody ever lets me in,2006
Taylor Swift,The Outside,"I can still see you, this ain't the best view",2006
Taylor Swift,The Outside,On the outside looking in,2006
Taylor Swift,The Outside,I've been a lot of lonely places,2006
Taylor Swift,The Outside,I've never been on the outside,2006
Taylor Swift,The Outside,So how can I ever try to be better?,2006
Taylor Swift,The Outside,Nobody ever lets me in,2006
Taylor Swift,The Outside,"I can still see you, this ain't the best view",2006
Taylor Swift,The Outside,On the outside looking in,2006
Taylor Swift,The Outside,I've been a lot of lonely places,2006
Taylor Swift,The Outside,I've never been on the outside,2006
Taylor Swift,Tied Together With A Smile,Seems the only one who doesn't see your beauty,2006
Taylor Swift,Tied Together With A Smile,Is the face in the mirror looking back at you,2006
Taylor Swift,Tied Together With A Smile,You walk around here thinking you're not pretty,2006
Taylor Swift,Tied Together With A Smile,"But that's not true, 'cause I know you",2006
Taylor Swift,Tied Together With A Smile,Hold on,2006
Taylor Swift,Tied Together With A Smile,Baby you're losing it,2006
Taylor Swift,Tied Together With A Smile,The water's high,2006
Taylor Swift,Tied Together With A Smile,You're jumping into it,2006
Taylor Swift,Tied Together With A Smile,And letting go,2006
Taylor Swift,Tied Together With A Smile,And no one knows,2006
Taylor Swift,Tied Together With A Smile,That you cry,2006
Taylor Swift,Tied Together With A Smile,But you don't tell anyone,2006
Taylor Swift,Tied Together With A Smile,That you might,2006
Taylor Swift,Tied Together With A Smile,Not be the golden one,2006
Taylor Swift,Tied Together With A Smile,And you're tied together with a smile,2006
Taylor Swift,Tied Together With A Smile,But you're coming undone,2006
Taylor Swift,Tied Together With A Smile,I guess it's true that love was all you wanted,2006
Taylor Swift,Tied Together With A Smile,'Cause you're giving it away like it's extra change,2006
Taylor Swift,Tied Together With A Smile,Hoping it will end up in his pocket,2006
Taylor Swift,Tied Together With A Smile,But he leaves you out like a penny in the rain,2006
Taylor Swift,Tied Together With A Smile,"Oh, 'cause it's not his price to pay",2006
Taylor Swift,Tied Together With A Smile,Not his price to pay,2006
Taylor Swift,Tied Together With A Smile,Hold on,2006
Taylor Swift,Tied Together With A Smile,Baby you're losing it,2006
Taylor Swift,Tied Together With A Smile,The water's high,2006
Taylor Swift,Tied Together With A Smile,You're jumping into it,2006
Taylor Swift,Tied Together With A Smile,And letting go,2006
Taylor Swift,Tied Together With A Smile,And no one knows,2006
Taylor Swift,Tied Together With A Smile,That you cry,2006
Taylor Swift,Tied Together With A Smile,But you don't tell anyone,2006
Taylor Swift,Tied Together With A Smile,That you might,2006
Taylor Swift,Tied Together With A Smile,Not be the golden one,2006
Taylor Swift,Tied Together With A Smile,And you're tied together with a smile,2006
Taylor Swift,Tied Together With A Smile,But you're coming undone,2006
Taylor Swift,Tied Together With A Smile,Hold on,2006
Taylor Swift,Tied Together With A Smile,Baby you're losing it,2006
Taylor Swift,Tied Together With A Smile,The water's high,2006
Taylor Swift,Tied Together With A Smile,You're jumping into it,2006
Taylor Swift,Tied Together With A Smile,And letting go,2006
Taylor Swift,Tied Together With A Smile,And no one knows,2006
Taylor Swift,Tied Together With A Smile,That you cry,2006
Taylor Swift,Tied Together With A Smile,But you don't tell anyone,2006
Taylor Swift,Tied Together With A Smile,That you might,2006
Taylor Swift,Tied Together With A Smile,Not be the golden one,2006
Taylor Swift,Tied Together With A Smile,And you're tied together with a smile,2006
Taylor Swift,Tied Together With A Smile,But you're coming undone,2006
Taylor Swift,Tied Together With A Smile,You're tied together with a smile,2006
Taylor Swift,Tied Together With A Smile,But you're coming undone oh,2006
Taylor Swift,Tied Together With A Smile,"Goodbye, baby",2006
Taylor Swift,Tied Together With A Smile,"With a smile, baby, baby",2006
Taylor Swift,Stay Beautiful,Cory's eyes are like a jungle,2006
Taylor Swift,Stay Beautiful,"He smiles, it's like the radio",2006
Taylor Swift,Stay Beautiful,He whispers songs into my window,2006
Taylor Swift,Stay Beautiful,In words that nobody knows,2006
Taylor Swift,Stay Beautiful,These pretty girls on every corner,2006
Taylor Swift,Stay Beautiful,They watch him as he's walking home,2006
Taylor Swift,Stay Beautiful,"Saying, ""Does he know?""",2006
Taylor Swift,Stay Beautiful,Will you ever know?,2006
Taylor Swift,Stay Beautiful,You're beautiful,2006
Taylor Swift,Stay Beautiful,Every little piece love,2006
Taylor Swift,Stay Beautiful,And don't you know,2006
Taylor Swift,Stay Beautiful,You're really gonna be someone,2006
Taylor Swift,Stay Beautiful,Ask anyone,2006
Taylor Swift,Stay Beautiful,And when you find everything you looked for,2006
Taylor Swift,Stay Beautiful,I hope your life will lead you back to my door,2006
Taylor Swift,Stay Beautiful,"Oh, but if it don't",2006
Taylor Swift,Stay Beautiful,Stay beautiful,2006
Taylor Swift,Stay Beautiful,Cory finds another way to be,2006
Taylor Swift,Stay Beautiful,The highlight of my day,2006
Taylor Swift,Stay Beautiful,I'm taking pictures in my mind,2006
Taylor Swift,Stay Beautiful,So I can save them for a rainy day,2006
Taylor Swift,Stay Beautiful,It's hard to make a conversation,2006
Taylor Swift,Stay Beautiful,When he's taking my breath away,2006
Taylor Swift,Stay Beautiful,"I should say, hey, by the way",2006
Taylor Swift,Stay Beautiful,You're beautiful,2006
Taylor Swift,Stay Beautiful,Every little piece love,2006
Taylor Swift,Stay Beautiful,And don't you know,2006
Taylor Swift,Stay Beautiful,You're really gonna be someone,2006
Taylor Swift,Stay Beautiful,Ask anyone,2006
Taylor Swift,Stay Beautiful,And when you find everything you looked for,2006
Taylor Swift,Stay Beautiful,I hope your life will lead you back to my door,2006
Taylor Swift,Stay Beautiful,"Oh, but if it don't",2006
Taylor Swift,Stay Beautiful,Stay beautiful,2006
Taylor Swift,Stay Beautiful,If you and I are a story,2006
Taylor Swift,Stay Beautiful,That never gets told,2006
Taylor Swift,Stay Beautiful,If what you are is a daydream,2006
Taylor Swift,Stay Beautiful,I'll never get to hold,2006
Taylor Swift,Stay Beautiful,At least you'll know,2006
Taylor Swift,Stay Beautiful,You're beautiful,2006
Taylor Swift,Stay Beautiful,Every little piece love,2006
Taylor Swift,Stay Beautiful,And don't you know,2006
Taylor Swift,Stay Beautiful,You're really gonna be someone,2006
Taylor Swift,Stay Beautiful,Ask anyone,2006
Taylor Swift,Stay Beautiful,And when you find everything you looked for,2006
Taylor Swift,Stay Beautiful,I hope your life will lead you back to my front door,2006
Taylor Swift,Stay Beautiful,"Oh, but if it don't",2006
Taylor Swift,Stay Beautiful,Will you stay,2006
Taylor Swift,Stay Beautiful,"Beautiful, beautiful, beautiful?",2006
Taylor Swift,Stay Beautiful,"Beautiful, beautiful, beautiful?",2006
Taylor Swift,Stay Beautiful,La la la,2006
Taylor Swift,Stay Beautiful,"Oh, oh, oh, oh",2006
Taylor Swift,Stay Beautiful,"Oh, but if it don't",2006
Taylor Swift,Stay Beautiful,Stay beautiful,2006
Taylor Swift,Stay Beautiful,Stay beautiful,2006
Taylor Swift,Stay Beautiful,"Na, na, na, na, na",2006
Taylor Swift,Should've Said No,It's strange to think the songs we used to sing,2006
Taylor Swift,Should've Said No,"The smiles, the flowers, everything is gone",2006
Taylor Swift,Should've Said No,Yesterday I found out about you,2006
Taylor Swift,Should've Said No,Even now just looking at you: feels wrong,2006
Taylor Swift,Should've Said No,"You say that you'd take it all back, given one chance",2006
Taylor Swift,Should've Said No,"It was a moment of weakness and you said, ""Yes""",2006
Taylor Swift,Should've Said No,"You should've said, ""No"", you should've gone home",2006
Taylor Swift,Should've Said No,You should've thought twice 'fore you let it all go,2006
Taylor Swift,Should've Said No,"You should've know that word, 'bout what you did with her",2006
Taylor Swift,Should've Said No,Get back to me (get back to me),2006
Taylor Swift,Should've Said No,"And I should've been there, in the back of your mind",2006
Taylor Swift,Should've Said No,"I shouldn't be asking myself, ""Why?""",2006
Taylor Swift,Should've Said No,You shouldn't be begging for forgiveness at my feet,2006
Taylor Swift,Should've Said No,"You should've said no, baby, and you might still have me",2006
Taylor Swift,Should've Said No,You can see that I've been crying,2006
Taylor Swift,Should've Said No,Baby you know all the right things to say,2006
Taylor Swift,Should've Said No,But do you honestly expect me to believe,2006
Taylor Swift,Should've Said No,We could ever be the same?,2006
Taylor Swift,Should've Said No,"You say that the past is the past, you need one chance",2006
Taylor Swift,Should've Said No,"It was a moment of weakness and you said, ""Yes""",2006
Taylor Swift,Should've Said No,"You should've said, ""No"", you should've gone home",2006
Taylor Swift,Should've Said No,You should've thought twice 'fore you let it all go,2006
Taylor Swift,Should've Said No,"You should've know that word, 'bout what you did with her",2006
Taylor Swift,Should've Said No,Get back to me (get back to me),2006
Taylor Swift,Should've Said No,"And I should've been there, in the back of your mind",2006
Taylor Swift,Should've Said No,"I shouldn't be asking myself, ""Why?""",2006
Taylor Swift,Should've Said No,You shouldn't be begging for forgiveness at my feet,2006
Taylor Swift,Should've Said No,"You should've said no, baby, and you might still have me",2006
Taylor Swift,Should've Said No,I can't resist,2006
Taylor Swift,Should've Said No,Before you go tell me this,2006
Taylor Swift,Should've Said No,Was it worth it?,2006
Taylor Swift,Should've Said No,Was she worth this?,2006
Taylor Swift,Should've Said No,"No no, no, no",2006
Taylor Swift,Should've Said No,"You should've said, ""No"", you should've gone home",2006
Taylor Swift,Should've Said No,You should've thought twice 'fore you let it all go,2006
Taylor Swift,Should've Said No,"You should've know that word, 'bout what you did with her",2006
Taylor Swift,Should've Said No,Get back to me (get back to me),2006
Taylor Swift,Should've Said No,"And I should've been there, in the back of your mind",2006
Taylor Swift,Should've Said No,"I shouldn't be asking myself, ""Why?""",2006
Taylor Swift,Should've Said No,You shouldn't be begging for forgiveness at my feet,2006
Taylor Swift,Should've Said No,"You should've said no, baby, and you might still have me",2006
Taylor Swift,Mary's Song (Oh My My My),"She said, I was seven and you were nine",2006
Taylor Swift,Mary's Song (Oh My My My),I looked at you like the stars that shined,2006
Taylor Swift,Mary's Song (Oh My My My),"In the sky, the pretty lights",2006
Taylor Swift,Mary's Song (Oh My My My),And our daddies used to joke about the two of us,2006
Taylor Swift,Mary's Song (Oh My My My),Growing up and falling in love and our mamas smiled,2006
Taylor Swift,Mary's Song (Oh My My My),And rolled their eyes and said oh my my my,2006
Taylor Swift,Mary's Song (Oh My My My),Take me back to the house in the backyard tree,2006
Taylor Swift,Mary's Song (Oh My My My),"Said you'd beat me up, you were bigger than me",2006
Taylor Swift,Mary's Song (Oh My My My),"You never did, you never did",2006
Taylor Swift,Mary's Song (Oh My My My),Take me back when our world was one block wide,2006
Taylor Swift,Mary's Song (Oh My My My),I dared you to kiss me and ran when you tried,2006
Taylor Swift,Mary's Song (Oh My My My),"Just two kids, you and I",2006
Taylor Swift,Mary's Song (Oh My My My),Oh my my my my,2006
Taylor Swift,Mary's Song (Oh My My My),"Well, I was sixteen when suddenly",2006
Taylor Swift,Mary's Song (Oh My My My),I wasn't that little girl you used to see,2006
Taylor Swift,Mary's Song (Oh My My My),But your eyes still shined like pretty lights,2006
Taylor Swift,Mary's Song (Oh My My My),And our daddies used to joke about the two of us,2006
Taylor Swift,Mary's Song (Oh My My My),They never believed we'd really fall in love,2006
Taylor Swift,Mary's Song (Oh My My My),And our mamas smiled and rolled their eyes,2006
Taylor Swift,Mary's Song (Oh My My My),And said oh my my my,2006
Taylor Swift,Mary's Song (Oh My My My),Take me back to the creek beds we turned up,2006
Taylor Swift,Mary's Song (Oh My My My),Two A.M. riding in your truck and all I need is you next to me,2006
Taylor Swift,Mary's Song (Oh My My My),Take me back to the time we had our very first fight,2006
Taylor Swift,Mary's Song (Oh My My My),The slamming of doors instead of kissing goodnight,2006
Taylor Swift,Mary's Song (Oh My My My),You stayed outside till the morning light,2006
Taylor Swift,Mary's Song (Oh My My My),Oh my my my my,2006
Taylor Swift,Mary's Song (Oh My My My),A few years had gone and come around,2006
Taylor Swift,Mary's Song (Oh My My My),We were sitting at our favorite spot in town,2006
Taylor Swift,Mary's Song (Oh My My My),"And you looked at me, got down on one knee",2006
Taylor Swift,Mary's Song (Oh My My My),Take me back to the time when we walked down the aisle,2006
Taylor Swift,Mary's Song (Oh My My My),Our whole town came and our mamas cried,2006
Taylor Swift,Mary's Song (Oh My My My),You said I do and I did too,2006
Taylor Swift,Mary's Song (Oh My My My),Take me home where we met so many years before,2006
Taylor Swift,Mary's Song (Oh My My My),We'll rock our babies on that very front porch,2006
Taylor Swift,Mary's Song (Oh My My My),"After all this time, you and I",2006
Taylor Swift,Mary's Song (Oh My My My),I'll be eighty-seven; you'll be eighty-nine,2006
Taylor Swift,Mary's Song (Oh My My My),I'll still look at you like the stars that shine,2006
Taylor Swift,Mary's Song (Oh My My My),"In the sky, oh my my my",2006
Taylor Swift,Our Song,I was riding shotgun with my hair undone,2006
Taylor Swift,Our Song,In the front seat of his car,2006
Taylor Swift,Our Song,He's got a one-hand feel on the steering wheel,2006
Taylor Swift,Our Song,The other on my heart,2006
Taylor Swift,Our Song,"I look around, turn the radio down",2006
Taylor Swift,Our Song,"He says, ""Baby is something wrong?""",2006
Taylor Swift,Our Song,"I say, ""Nothing, I was just thinking",2006
Taylor Swift,Our Song,"How we don't have a song""",2006
Taylor Swift,Our Song,And he says,2006
Taylor Swift,Our Song,Our song is the slamming screen door,2006
Taylor Swift,Our Song,"Sneakin' out late, tapping on your window",2006
Taylor Swift,Our Song,When we're on the phone and you talk real slow,2006
Taylor Swift,Our Song,'Cause it's late and your mama don't know,2006
Taylor Swift,Our Song,Our song is the way you laugh,2006
Taylor Swift,Our Song,"The first date: ""Man, I didn't kiss her, and I should have""",2006
Taylor Swift,Our Song,And when I got home 'fore I said amen,2006
Taylor Swift,Our Song,Asking God if he could play it again,2006
Taylor Swift,Our Song,I was walking up the front porch steps,2006
Taylor Swift,Our Song,After everything that day,2006
Taylor Swift,Our Song,Had gone all wrong and been trampled on,2006
Taylor Swift,Our Song,And lost and thrown away,2006
Taylor Swift,Our Song,"Got to the hallway, well on my way",2006
Taylor Swift,Our Song,To my lovin' bed,2006
Taylor Swift,Our Song,I almost didn't notice all the roses,2006
Taylor Swift,Our Song,And the note that said,2006
Taylor Swift,Our Song,Our song is the slamming screen door,2006
Taylor Swift,Our Song,"Sneakin' out late, tapping on your window",2006
Taylor Swift,Our Song,When we're on the phone and you talk real slow,2006
Taylor Swift,Our Song,'Cause it's late and your mama don't know,2006
