album,track_title,lyric,year
Speak Now,The Story of Us,And we're not speaking,2010
Speak Now,The Story of Us,And I'm dying to know,2010
Speak Now,The Story of Us,Is it killing you like it's killing me?,2010
Speak Now,The Story of Us,"Yeah, and I don't know what to say since a twist of fate, when it all broke down",2010
Speak Now,The Story of Us,And the story of us looks a lot like a tragedy now,2010
Speak Now,The Story of Us,This is looking like a contest,2010
Speak Now,The Story of Us,Of who can act like they care less,2010
Speak Now,The Story of Us,But I liked it better when you were on my side,2010
Speak Now,The Story of Us,The battle's in your hands now,2010
Speak Now,The Story of Us,But I would lay my armor down,2010
Speak Now,The Story of Us,If you say you'd rather love than fight,2010
Speak Now,The Story of Us,So many things that you wish I knew,2010
Speak Now,The Story of Us,But the story of us might be ending soon,2010
Speak Now,The Story of Us,Now I'm standing alone in a crowded room,2010
Speak Now,The Story of Us,And we're not speaking,2010
Speak Now,The Story of Us,And I'm dying to know,2010
Speak Now,The Story of Us,Is it killing you like it's killing me?,2010
Speak Now,The Story of Us,"Yeah, and I don't know what to say since a twist of fate, when it all broke down",2010
Speak Now,The Story of Us,"And the story of us looks a lot like a tragedy now, now, now",2010
Speak Now,The Story of Us,And we're not speaking,2010
Speak Now,The Story of Us,And I'm dying to know is it killing you like it's killing me?,2010
Speak Now,The Story of Us,Yeah,2010
Speak Now,The Story of Us,"And I don't know what to say since a twist of fate, because we're going down",2010
Speak Now,The Story of Us,And the story of us looks a lot like a tragedy now,2010
Speak Now,The Story of Us,The End,2010
Speak Now,Never Grow Up,Your little hand's wrapped around my finger,2010
Speak Now,Never Grow Up,And it's so quiet in the world tonight,2010
Speak Now,Never Grow Up,Your little eyelids flutter cause you're dreaming,2010
Speak Now,Never Grow Up,"So I tuck you in, turn on your favorite night light",2010
Speak Now,Never Grow Up,"To you everything's funny, you got nothing to regret",2010
Speak Now,Never Grow Up,"I'd give all I have, honey",2010
Speak Now,Never Grow Up,If you could stay like that,2010
Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",2010
Speak Now,Never Grow Up,"Don't you ever grow up, just stay this little",2010
Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",2010
Speak Now,Never Grow Up,"Don't you ever grow up, it could stay this simple",2010
Speak Now,Never Grow Up,"I won't let nobody hurt you, won't let no one break your heart",2010
Speak Now,Never Grow Up,And no one will desert you,2010
Speak Now,Never Grow Up,"Just try to never grow up, never grow up",2010
Speak Now,Never Grow Up,You're in the car on the way to the movies,2010
Speak Now,Never Grow Up,And you're mortified your mom's dropping you off,2010
Speak Now,Never Grow Up,At 14 there's just so much you can't do,2010
Speak Now,Never Grow Up,And you can't wait to move out someday and call your own shots,2010
Speak Now,Never Grow Up,But don't make her drop you off around the block,2010
Speak Now,Never Grow Up,Remember that she's getting older too,2010
Speak Now,Never Grow Up,And don't lose the way that you dance around in your pj's getting ready for school,2010
Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",2010
Speak Now,Never Grow Up,"Don't you ever grow up, just stay this little",2010
Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",2010
Speak Now,Never Grow Up,"Don't you ever grow up, it could stay this simple",2010
Speak Now,Never Grow Up,"No one's ever burned you, nothing's ever left you scarred",2010
Speak Now,Never Grow Up,"And even though you want to, just try to never grow up",2010
Speak Now,Never Grow Up,Take pictures in your mind of your childhood room,2010
Speak Now,Never Grow Up,Memorize what it sounded like when your dad gets home,2010
Speak Now,Never Grow Up,"Remember the footsteps, remember the words said",2010
Speak Now,Never Grow Up,And all your little brother's favorite songs,2010
Speak Now,Never Grow Up,I just realized everything I have is someday gonna be gone,2010
Speak Now,Never Grow Up,So here I am in my new apartment,2010
Speak Now,Never Grow Up,"In a big city, they just dropped me off",2010
Speak Now,Never Grow Up,It's so much colder that I thought it would be,2010
Speak Now,Never Grow Up,So I tuck myself in and turn my night light on,2010
Speak Now,Never Grow Up,Wish I'd never grown up,2010
Speak Now,Never Grow Up,I wish I'd never grown up,2010
Speak Now,Never Grow Up,"Oh I don't wanna grow up, wish I'd never grown up",2010
Speak Now,Never Grow Up,I could still be little,2010
Speak Now,Never Grow Up,"Oh I don't wanna grow up, wish I'd never grown up",2010
Speak Now,Never Grow Up,It could still be simple,2010
Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",2010
Speak Now,Never Grow Up,"Don't you ever grow up, just stay this little",2010
Speak Now,Never Grow Up,"Oh darling, don't you ever grow up",2010
Speak Now,Never Grow Up,"Don't you ever grow up, it could stay this simple",2010
Speak Now,Never Grow Up,Won't let nobody hurt you,2010
Speak Now,Never Grow Up,Won't let no one break your heart,2010
Speak Now,Never Grow Up,"And even though you want to, please try to never grow up",2010
Speak Now,Never Grow Up,"Oh, don't you ever grow up",2010
Speak Now,Never Grow Up,"Oh, never grow up, just never grow up",2010
Speak Now,Enchanted,There I was again tonight,2010
Speak Now,Enchanted,"Forcing laughter, faking smiles",2010
Speak Now,Enchanted,"Same old tired, lonely place",2010
Speak Now,Enchanted,"Walls of insincerity, shifting eyes and vacancy",2010
Speak Now,Enchanted,Vanished when I saw your face,2010
Speak Now,Enchanted,All I can say is,2010
Speak Now,Enchanted,It was enchanting to meet you,2010
Speak Now,Enchanted,"Your eyes whispered ""have we met?""",2010
Speak Now,Enchanted,Across the room your silhouette,2010
Speak Now,Enchanted,Starts to make its way to me,2010
Speak Now,Enchanted,The playful conversation starts,2010
Speak Now,Enchanted,Counter all your quick remarks,2010
Speak Now,Enchanted,Like passing notes in secrecy,2010
Speak Now,Enchanted,And it was,2010
Speak Now,Enchanted,Enchanting to meet you,2010
Speak Now,Enchanted,All I can say is,2010
Speak Now,Enchanted,I was enchanted to meet you,2010
Speak Now,Enchanted,This night is sparkling,2010
Speak Now,Enchanted,Don't you let it go,2010
Speak Now,Enchanted,I'm wonderstruck,2010
Speak Now,Enchanted,Blushing all the way home,2010
Speak Now,Enchanted,I'll spend forever,2010
Speak Now,Enchanted,Wondering if you knew,2010
Speak Now,Enchanted,I was enchanted to meet you,2010
Speak Now,Enchanted,The lingering question kept me up,2010
Speak Now,Enchanted,"2AM, who do you love?",2010
Speak Now,Enchanted,I wonder 'til I'm wide awake,2010
Speak Now,Enchanted,And now I'm pacing back and forth,2010
Speak Now,Enchanted,Wishing you were at my door,2010
Speak Now,Enchanted,"I'd open up and you would say ""hey""",2010
Speak Now,Enchanted,It was,2010
Speak Now,Enchanted,Enchanting to meet you,2010
Speak Now,Enchanted,All I know is I was,2010
Speak Now,Enchanted,Enchanted to meet you,2010
Speak Now,Enchanted,This night is sparkling,2010
Speak Now,Enchanted,Don't you let it go,2010
Speak Now,Enchanted,I'm wonderstruck,2010
Speak Now,Enchanted,Blushing all the way home,2010
Speak Now,Enchanted,I'll spend forever,2010
Speak Now,Enchanted,Wondering if you knew,2010
Speak Now,Enchanted,This night is flawless,2010
Speak Now,Enchanted,Don't you let it go,2010
Speak Now,Enchanted,I'm wonderstruck,2010
Speak Now,Enchanted,Dancing around all alone,2010
Speak Now,Enchanted,I'll spend forever,2010
Speak Now,Enchanted,Wondering if you knew,2010
Speak Now,Enchanted,I was enchanted to meet you,2010
Speak Now,Enchanted,This is me praying that,2010
Speak Now,Enchanted,This was the very first page,2010
Speak Now,Enchanted,Not where the storyline ends,2010
Speak Now,Enchanted,My thoughts will echo your name,2010
Speak Now,Enchanted,Until I see you again,2010
Speak Now,Enchanted,These are the words I held back,2010
Speak Now,Enchanted,As I was leaving too soon,2010
Speak Now,Enchanted,I was enchanted to meet you,2010
Speak Now,Enchanted,Please don't be in love,2010
Speak Now,Enchanted,With someone else,2010
Speak Now,Enchanted,Please don't have somebody,2010
Speak Now,Enchanted,Waiting on you,2010
Speak Now,Enchanted,Please don't be in love,2010
Speak Now,Enchanted,With someone else,2010
Speak Now,Enchanted,Please don't have somebody,2010
Speak Now,Enchanted,Waiting on you,2010
Speak Now,Enchanted,This night is sparkling,2010
Speak Now,Enchanted,Don't you let it go,2010
Speak Now,Enchanted,I'm wonderstruck,2010
Speak Now,Enchanted,Blushing all the way home,2010
Speak Now,Enchanted,I'll spend forever,2010
Speak Now,Enchanted,Wondering if you knew,2010
Speak Now,Enchanted,This night is flawless,2010
Speak Now,Enchanted,Don't you let it go,2010
Speak Now,Enchanted,I'm wonderstruck,2010
Speak Now,Enchanted,Dancing around all alone,2010
Speak Now,Enchanted,I'll spend forever,2010
Speak Now,Enchanted,Wondering if you knew,2010
Speak Now,Enchanted,I was enchanted to meet you,2010
Speak Now,Enchanted,Please don't be in love,2010
Speak Now,Enchanted,With someone else,2010
Speak Now,Enchanted,Please don't have somebody,2010
Speak Now,Enchanted,Waiting on you,2010
Speak Now,Better Than Revenge,Now go stand in the corner and think about what you did,2010
Speak Now,Better Than Revenge,"Ha, time for a little revenge",2010
Speak Now,Better Than Revenge,The story starts when it was hot and it was summer and,2010
Speak Now,Better Than Revenge,"I had it all, I had him right there, where I wanted him",2010
Speak Now,Better Than Revenge,"She came along, got him alone, and let's hear the applause",2010
Speak Now,Better Than Revenge,She took him faster than you can say sabotage,2010
Speak Now,Better Than Revenge,"I never saw it coming, wouldn't have suspected it",2010
Speak Now,Better Than Revenge,I underestimated just who I was dealing with,2010
Speak Now,Better Than Revenge,She had to know the pain was beating on me like a drum,2010
Speak Now,Better Than Revenge,She underestimated just who she was stealing from,2010
Speak Now,Better Than Revenge,She's not a saint and she's not what you think,2010
Speak Now,Better Than Revenge,"She's an actress, whoa",2010
Speak Now,Better Than Revenge,She's better known for the things that she does,2010
Speak Now,Better Than Revenge,"On the mattress, whoa",2010
Speak Now,Better Than Revenge,Soon she's gonna find stealing other people's toys,2010
Speak Now,Better Than Revenge,On the playground won't make you many friends,2010
Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",2010
Speak Now,Better Than Revenge,"There is nothing I do better than revenge, ha!",2010
Speak Now,Better Than Revenge,She looks at life like it's a party and she's on the list,2010
Speak Now,Better Than Revenge,She looks at me like I'm a trend and she's so over it,2010
Speak Now,Better Than Revenge,I think her ever-present frown is a little troubling,2010
Speak Now,Better Than Revenge,And she thinks I'm psycho 'cause I like to rhyme her name with things,2010
Speak Now,Better Than Revenge,But sophistication isn't what you wear or who you know,2010
Speak Now,Better Than Revenge,Or pushing people down to get you where you wanna go,2010
Speak Now,Better Than Revenge,"Oh, they didn't teach you that in prep school, so it's up to me",2010
Speak Now,Better Than Revenge,But no amount of vintage dresses gives you dignity,2010
Speak Now,Better Than Revenge,She's not a saint and she's not what you think,2010
Speak Now,Better Than Revenge,"She's an actress, whoa",2010
Speak Now,Better Than Revenge,She's better known for the things that she does,2010
Speak Now,Better Than Revenge,"On the mattress, whoa",2010
Speak Now,Better Than Revenge,Soon she's gonna find stealing other people's toys,2010
Speak Now,Better Than Revenge,On the playground won't make you many friends,2010
Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",2010
Speak Now,Better Than Revenge,"There is nothing I do better than revenge, HA!",2010
Speak Now,Better Than Revenge,"I'm just another thing for you to roll your eyes at, honey",2010
Speak Now,Better Than Revenge,"You might have him, but haven't you heard?",2010
Speak Now,Better Than Revenge,"I'm just another thing for you to roll your eyes at, honey",2010
Speak Now,Better Than Revenge,"You might have him, but I always get the last word",2010
Speak Now,Better Than Revenge,"Whoa, whoa-ah-oh",2010
Speak Now,Better Than Revenge,She's not a saint and she's not what you think,2010
Speak Now,Better Than Revenge,"She's an actress, whoa",2010
Speak Now,Better Than Revenge,She's better known for the things that she does,2010
Speak Now,Better Than Revenge,"On the mattress, whoa",2010
Speak Now,Better Than Revenge,Soon she's gonna find stealing other people's toys,2010
Speak Now,Better Than Revenge,On the playground won't make you many friends,2010
Speak Now,Better Than Revenge,"She should keep in mind, she should keep in mind",2010
Speak Now,Better Than Revenge,"There is nothing I do better than revenge, HA!",2010
Speak Now,Better Than Revenge,Do you still feel like you know what you're doing?,2010
Speak Now,Better Than Revenge,"'Cause I don't think you do, oh",2010
Speak Now,Better Than Revenge,Do you still feel like you know what you're doing?,2010
Speak Now,Better Than Revenge,"I don't think you do, I don't think you do",2010
Speak Now,Better Than Revenge,Let's hear the applause,2010
Speak Now,Better Than Revenge,"Come on, show me how much better you are (so much better, yeah?)",2010
Speak Now,Better Than Revenge,See you deserve some applause,2010
Speak Now,Better Than Revenge,'Cause you're so much better,2010
Speak Now,Better Than Revenge,She took him faster than you could say sabotage,2010
Speak Now,Innocent,I guess you really did it this time,2010
Speak Now,Innocent,Left yourself in your warpath,2010
Speak Now,Innocent,Lost your balance on a tightrope,2010
Speak Now,Innocent,Lost your mind trying to get it back,2010
Speak Now,Innocent,Wasn't it easier in your lunchbox days?,2010
Speak Now,Innocent,Always a bigger bed to crawl into,2010
Speak Now,Innocent,Wasn't it beautiful when you believed in everything,2010
Speak Now,Innocent,And everybody believed in you?,2010
Speak Now,Innocent,"It's alright, just wait and see",2010
Speak Now,Innocent,Your string of lights is still bright to me,2010
Speak Now,Innocent,"Oh, who you are is not where you've been",2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,Did some things you can't speak of,2010
Speak Now,Innocent,But at night you live it all again,2010
Speak Now,Innocent,You wouldn't be shattered on the floor now,2010
Speak Now,Innocent,If only you had seen what you know now then,2010
Speak Now,Innocent,Wasn't it easier in your firefly-catching days?,2010
Speak Now,Innocent,"When everything out of reach, someone bigger brought down to you",2010
Speak Now,Innocent,Wasn't it beautiful running wild 'til you fell asleep,2010
Speak Now,Innocent,Before the monsters caught up to you?,2010
Speak Now,Innocent,"It's alright, just wait and see",2010
Speak Now,Innocent,Your string of lights is still bright to me,2010
Speak Now,Innocent,Ohwho you are is not where you've been,2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,"It's okay, life is a tough crowd",2010
Speak Now,Innocent,"32, and still growing up now",2010
Speak Now,Innocent,Who you are is not what you did,2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,Time turns flames to embers,2010
Speak Now,Innocent,You'll have new Septembers,2010
Speak Now,Innocent,Every one of us has messed up too,2010
Speak Now,Innocent,Lives change like the weather,2010
Speak Now,Innocent,I hope you remember,2010
Speak Now,Innocent,Today is never too late to be brand new,2010
Speak Now,Innocent,"It's alright, just wait and see",2010
Speak Now,Innocent,Your string of lights is still bright to me,2010
Speak Now,Innocent,"Oh, who you are is not where you've been",2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,"It's okay, life is a tough crowd",2010
Speak Now,Innocent,"32, and still growing up now",2010
Speak Now,Innocent,Who you are is not what you did,2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,You're still an innocent,2010
Speak Now,Innocent,Lost your balance on a tightrope,2010
Speak Now,Innocent,It's never too late to get it back,2010
Speak Now,Haunted,You and I walk a fragile line,2010
Speak Now,Haunted,I have known it all this time,2010
Speak Now,Haunted,But I never thought I'd live to see it break,2010
Speak Now,Haunted,It's getting dark and it's all too quiet,2010
Speak Now,Haunted,And I can't trust anything now,2010
Speak Now,Haunted,And it's coming over you like it's all a big mistake,2010
Speak Now,Haunted,"Whoa, holding my breath",2010
Speak Now,Haunted,Won't lose you again,2010
Speak Now,Haunted,Something's made your eyes go cold,2010
Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",2010
Speak Now,Haunted,I thought I had you figured out,2010
Speak Now,Haunted,Something's gone terribly wrong,2010
Speak Now,Haunted,You're all I wanted,2010
Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",2010
Speak Now,Haunted,I thought I had you figured out,2010
Speak Now,Haunted,Can't breathe whenever you're gone,2010
Speak Now,Haunted,Can't turn back now I'm haunted,2010
Speak Now,Haunted,Stood there and watched you walk away,2010
Speak Now,Haunted,From everything we had,2010
Speak Now,Haunted,But I still mean every word I said to you,2010
Speak Now,Haunted,He will try to take away my pain,2010
Speak Now,Haunted,And he just might make me smile,2010
Speak Now,Haunted,But the whole time I'm wishing it was you instead,2010
Speak Now,Haunted,"Oh, holding my breath",2010
Speak Now,Haunted,Won't see you again,2010
Speak Now,Haunted,Something keeps me holding onto nothing,2010
Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",2010
Speak Now,Haunted,I thought I had you figured out,2010
Speak Now,Haunted,Something's gone terribly wrong,2010
Speak Now,Haunted,You're all I wanted,2010
Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",2010
Speak Now,Haunted,I thought I had you figured out,2010
Speak Now,Haunted,Can't breathe whenever you're gone,2010
Speak Now,Haunted,Can't turn back now I'm haunted,2010
Speak Now,Haunted,I know,2010
Speak Now,Haunted,I know,2010
Speak Now,Haunted,I just know,2010
Speak Now,Haunted,"You're not gone, you can't be gone, no",2010
Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",2010
Speak Now,Haunted,I thought I had you figured out,2010
Speak Now,Haunted,Something's gone terribly wrong,2010
Speak Now,Haunted,Won't finish what you started,2010
Speak Now,Haunted,"C'mon, c'mon, don't leave me like this",2010
Speak Now,Haunted,I thought I had you figured out,2010
Speak Now,Haunted,Can't breathe whenever you're gone,2010
Speak Now,Haunted,Can't turn back now I'm haunted,2010
Speak Now,Haunted,(Oh oh oh oh oh oh oh oh oh),2010
Speak Now,Haunted,You and I walk a fragile line,2010
Speak Now,Haunted,I have known it all this time,2010
Speak Now,Haunted,Never ever thought I'd see it break,2010
Speak Now,Haunted,Never thought I'd see it,2010
Speak Now,Last Kiss,I still remember the look on your face,2010
Speak Now,Last Kiss,Lit through the darkness at 1:58,2010
Speak Now,Last Kiss,The words that you whispered,2010
Speak Now,Last Kiss,For just us to know,2010
Speak Now,Last Kiss,You told me you loved me,2010
Speak Now,Last Kiss,So why did you go away?,2010
Speak Now,Last Kiss,Away,2010
Speak Now,Last Kiss,I do recall now the smell of the rain,2010
Speak Now,Last Kiss,Fresh on the pavement,2010
Speak Now,Last Kiss,I ran off the plane,2010
Speak Now,Last Kiss,That July 9th,2010
Speak Now,Last Kiss,The beat of your heart,2010
Speak Now,Last Kiss,It jumps through your shirt,2010
Speak Now,Last Kiss,I can still feel your arms,2010
Speak Now,Last Kiss,But now I'll go sit on the floor,2010
Speak Now,Last Kiss,Wearing your clothes,2010
Speak Now,Last Kiss,All that I know is,2010
Speak Now,Last Kiss,I don't know how to be something you miss,2010
Speak Now,Last Kiss,I never thought we'd have a last kiss,2010
Speak Now,Last Kiss,Never imagined we'd end like this,2010
Speak Now,Last Kiss,"Your name, forever the name on my lips",2010
Speak Now,Last Kiss,I do remember the swing of your step,2010
Speak Now,Last Kiss,"The life of the party, you're showing off again",2010
Speak Now,Last Kiss,And I roll my eyes and then,2010
Speak Now,Last Kiss,You pull me in,2010
Speak Now,Last Kiss,I'm not much for dancing,2010
Speak Now,Last Kiss,But for you I did,2010
Speak Now,Last Kiss,"Because I love your handshake, meeting my father",2010
Speak Now,Last Kiss,I love how you walk with your hands in your pockets,2010
Speak Now,Last Kiss,How you kissed me when I was in the middle of saying something,2010
Speak Now,Last Kiss,There's not a day I don't miss those rude interruptions,2010
Speak Now,Last Kiss,But now I'll go sit on the floor,2010
Speak Now,Last Kiss,Wearing your clothes,2010
Speak Now,Last Kiss,All that I know is,2010
Speak Now,Last Kiss,I don't know how to be something you miss,2010
Speak Now,Last Kiss,I never thought we'd have a last kiss,2010
Speak Now,Last Kiss,Never imagined we'd end like this,2010
Speak Now,Last Kiss,"Your name, forever the name on my lips",2010
Speak Now,Last Kiss,So I'll watch your life in pictures like I used to watch you sleep,2010
Speak Now,Last Kiss,And I feel you forget me like I used to feel you breathe,2010
Speak Now,Last Kiss,And I keep up with our old friends just to ask them how you are,2010
Speak Now,Last Kiss,Hope it's nice where you are,2010
Speak Now,Last Kiss,And I hope the sun shines,2010
Speak Now,Last Kiss,And it's a beautiful day,2010
Speak Now,Last Kiss,And something reminds you,2010
Speak Now,Last Kiss,You wish you had stayed,2010
Speak Now,Last Kiss,You can plan for a change in weather and time,2010
Speak Now,Last Kiss,But I never planned on you changing your mind,2010
Speak Now,Last Kiss,So I'll go sit on the floor,2010
Speak Now,Last Kiss,Wearing your clothes,2010
Speak Now,Last Kiss,All that I know is,2010
Speak Now,Last Kiss,I don't know how to be something you miss,2010
Speak Now,Last Kiss,I never thought we'd have a last kiss,2010
Speak Now,Last Kiss,Never imagined we'd end like this,2010
Speak Now,Last Kiss,"Your name, forever the name on my lips",2010
Speak Now,Last Kiss,Just like our last kiss,2010
Speak Now,Last Kiss,Forever the name on my lips,2010
Speak Now,Last Kiss,Forever the name on my lips,2010
Speak Now,Last Kiss,Just like our last,2010
Speak Now,Long Live,"I said remember this moment, in the back of my mind",2010
Speak Now,Long Live,The time we stood with our shaking hands,2010
Speak Now,Long Live,The crowds in the stands went wild,2010
Speak Now,Long Live,We were the Kings and the Queens,2010
Speak Now,Long Live,And they read off our names,2010
Speak Now,Long Live,The night you danced like you knew our lives,2010
Speak Now,Long Live,Would never be the same,2010
Speak Now,Long Live,You held your head like a hero,2010
Speak Now,Long Live,On a history book page,2010
Speak Now,Long Live,It was the end of a decade,2010
Speak Now,Long Live,But the start of an age,2010
Speak Now,Long Live,Long live the walls we crashed through,2010
Speak Now,Long Live,All the kingdom lights shined just for me and you,2010
Speak Now,Long Live,I was screaming long live all the magic we made,2010
Speak Now,Long Live,And bring on all the pretenders,2010
Speak Now,Long Live,"One day, we will be remembered",2010
Speak Now,Long Live,I said remember this feeling,2010
Speak Now,Long Live,I passed the pictures around,2010
Speak Now,Long Live,Of all the years that we stood there,2010
Speak Now,Long Live,On the side-lines wishing for right now,2010
Speak Now,Long Live,We are the Kings and the Queens,2010
Speak Now,Long Live,You traded your baseball cap for a crown,2010
Speak Now,Long Live,When they gave us our trophies,2010
Speak Now,Long Live,And we held them up for our town,2010
Speak Now,Long Live,And the cynics were outraged,2010
Speak Now,Long Live,"Screaming ""this is absurd""",2010
Speak Now,Long Live,Cause for a moment a band of thieves,2010
Speak Now,Long Live,In ripped up jeans got to rule the world,2010
Speak Now,Long Live,Long live the walls we crashed through,2010
Speak Now,Long Live,All the kingdom lights shined just for me and you,2010
Speak Now,Long Live,I was screaming long live all the magic we made,2010
Speak Now,Long Live,And bring on all the pretenders,2010
Speak Now,Long Live,I'm not afraid,2010
Speak Now,Long Live,Long live all the mountains we moved,2010
Speak Now,Long Live,I had the time of my life fighting dragons with you,2010
Speak Now,Long Live,I was screaming long live that look on your face,2010
Speak Now,Long Live,And bring on all the pretenders,2010
Speak Now,Long Live,"One day, we will be remembered",2010
Speak Now,Long Live,Hold on to spinning around,2010
Speak Now,Long Live,Confetti falls to the ground,2010
Speak Now,Long Live,May these memories break our fall,2010
Speak Now,Long Live,Will you take a moment?,2010
Speak Now,Long Live,Promise me this,2010
Speak Now,Long Live,That you'll stand by me forever,2010
Speak Now,Long Live,But if God forbid fate should step in,2010
Speak Now,Long Live,And force us into a goodbye,2010
Speak Now,Long Live,If you have children some day,2010
Speak Now,Long Live,When they point to the pictures,2010
Speak Now,Long Live,Please tell them my name,2010
Speak Now,Long Live,Tell them how the crowds went wild,2010
Speak Now,Long Live,Tell them how I hope they shine,2010
Speak Now,Long Live,Long live the walls we crashed through,2010
Speak Now,Long Live,"I had the time of my life, with you",2010
Speak Now,Long Live,"Long, long live the walls we crashed through",2010
Speak Now,Long Live,All the kingdom lights shined just for me and you,2010
Speak Now,Long Live,I was screaming long live all the magic we made,2010
Speak Now,Long Live,And bring on all the pretenders,2010
Speak Now,Long Live,I'm not afraid,2010
Speak Now,Long Live,"Singing, long live all the mountains we moved",2010
Speak Now,Long Live,I had the time of my life fighting dragons with you,2010
Speak Now,Long Live,"And long, long live that look on your face",2010
Speak Now,Long Live,And bring on all the pretenders,2010
Speak Now,Long Live,"One day, we will be remembered",2010
Speak Now,Ours,Elevator buttons and morning air,2010
Speak Now,Ours,Strangers' silence makes me want to take the stairs,2010
Speak Now,Ours,If you were here we'd laugh about their vacant stares,2010
Speak Now,Ours,But right now my time is theirs,2010
Speak Now,Ours,Seems like there's always someone who disapproves,2010
Speak Now,Ours,They'll judge it like they know about me and you,2010
Speak Now,Ours,And the verdict comes from those with nothing else to do,2010
Speak Now,Ours,"The jury's out, but my choice is you",2010
Speak Now,Ours,So don't you worry your pretty little mind,2010
Speak Now,Ours,People throw rocks at things that shine,2010
Speak Now,Ours,And life makes love look hard,2010
Speak Now,Ours,"The stakes are high, the water's rough",2010
Speak Now,Ours,But this love is ours,2010
Speak Now,Ours,You never know what people have up their sleeves,2010
Speak Now,Ours,Ghosts from your past gonna jump out at me,2010
Speak Now,Ours,Lurking in the shadows with their lip gloss smiles,2010
Speak Now,Ours,But I don't care 'cause right now you're mine,2010
Speak Now,Ours,And you'll say,2010
Speak Now,Ours,Don't you worry your pretty little mind,2010
Speak Now,Ours,People throw rocks at things that shine,2010
Speak Now,Ours,And life makes love look hard,2010
Speak Now,Ours,"The stakes are high, the water's rough",2010
Speak Now,Ours,But this love is ours,2010
Speak Now,Ours,And it's not theirs to speculate if it's wrong,2010
Speak Now,Ours,"And your hands are tough, but they are where mine belong",2010
Speak Now,Ours,And I'll fight their doubt and give you faith,2010
Speak Now,Ours,With this song for you,2010
Speak Now,Ours,'Cause I love the gap between your teeth,2010
Speak Now,Ours,And I love the riddles that you speak,2010
Speak Now,Ours,And any snide remarks from my father about your tattoos will be ignored,2010
Speak Now,Ours,'Cause my heart is yours,2010
Speak Now,Ours,So don't you worry your pretty little mind,2010
Speak Now,Ours,People throw rocks at things that shine,2010
Speak Now,Ours,And life makes love look hard,2010
Speak Now,Ours,Don't you worry your pretty little mind,2010
Speak Now,Ours,People throw rocks at things that shine,2010
Speak Now,Ours,But they can't take what's ours,2010
Speak Now,Ours,They can't take what's ours,2010
Speak Now,Ours,"The stakes are high, the water's rough",2010
Speak Now,Ours,But this love is ours,2010
Speak Now,If This Was a Movie,Last night I heard my own heart beating,2010
Speak Now,If This Was a Movie,Sounded like footsteps on my stairs,2010
Speak Now,If This Was a Movie,Six months gone and I'm still reaching,2010
Speak Now,If This Was a Movie,Even though I know you're not there,2010
Speak Now,If This Was a Movie,"I was playing back a thousand memories, baby",2010
Speak Now,If This Was a Movie,Thinkin' 'bout everything we've been through,2010
Speak Now,If This Was a Movie,Maybe I've been going back too much lately,2010
Speak Now,If This Was a Movie,When time stood still and I had you,2010
Speak Now,If This Was a Movie,"Come back, come back, come back to me like",2010
Speak Now,If This Was a Movie,"You would, you would if this was a movie",2010
Speak Now,If This Was a Movie,Stand in the rain outside till I came out,2010
Speak Now,If This Was a Movie,"Come back, come back, come back to me like",2010
Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",2010
Speak Now,If This Was a Movie,I know that we could work it out somehow,2010
Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,2010
Speak Now,If This Was a Movie,I know people change and these things happen,2010
Speak Now,If This Was a Movie,But I remember how it was back then,2010
Speak Now,If This Was a Movie,Wrapped up in your arms and our friends were laughing,2010
Speak Now,If This Was a Movie,Cause nothing like this ever happened to them,2010
Speak Now,If This Was a Movie,"Now I'm pacing down the hall, chasing down your street",2010
Speak Now,If This Was a Movie,Flashback to the night when you said to me,2010
Speak Now,If This Was a Movie,"""Nothing's gonna change, not for me and you""",2010
Speak Now,If This Was a Movie,Not before I knew how much I had to lose,2010
Speak Now,If This Was a Movie,"Come back, come back, come back to me like",2010
Speak Now,If This Was a Movie,"You would, you would if this was a movie",2010
Speak Now,If This Was a Movie,Stand in the rain outside till I came out,2010
Speak Now,If This Was a Movie,"Come back, come back, come back to me like",2010
Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",2010
Speak Now,If This Was a Movie,I know that we could work it out somehow,2010
Speak Now,If This Was a Movie,But if this was a movie you'd be here by now,2010
